Spain, Population size (abridged)	Last modified: 08 May 2020;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
     1924       21            223794.35       205608.47       429402.82
     1924       22            178562.46       165259.07       343821.53
     1924       23            239316.39       201586.17       440902.56
     1924       24            152986.58       151024.67       304011.25
     1924       25            181598.17       174459.01       356057.18
     1924       26            168548.45       162314.62       330863.07
     1924       27            180701.90       161792.18       342494.08
     1924       28            179958.31       163631.43       343589.74
     1924       29            170572.48       150405.03       320977.51
     1924       30            152710.00       141741.04       294451.04
     1924       31            172680.94       154632.29       327313.23
     1924       32            129533.40       122066.73       251600.13
     1924       33            220230.78       190492.17       410722.95
     1924       34            114767.09       112542.17       227309.26
     1924       35            148595.84       143138.12       291733.96
     1924       36            129591.65       123759.50       253351.15
     1924       37            136112.98       121927.49       258040.47
     1924       38            145756.60       136129.55       281886.15
     1924       39            134373.46       121222.68       255596.14
     1924       40            112061.88       104905.77       216967.65
     1924       41            135081.40       122414.97       257496.37
     1924       42            105008.49       100480.88       205489.37
     1924       43            212151.01       188344.48       400495.49
     1924       44             92150.58        89599.71       181750.29
     1924       45            124001.14       115862.73       239863.87
     1924       46            102493.32        95987.60       198480.92
     1924       47            120352.97       103818.62       224171.59
     1924       48            128059.58       118060.76       246120.34
     1924       49            115080.41       100679.69       215760.10
     1924       50             92737.73        85400.80       178138.53
     1924       51            113587.61       101435.02       215022.63
     1924       52             81479.62        78621.80       160101.42
     1924       53            183241.69       157088.56       340330.25
     1924       54             69866.96        67630.85       137497.81
     1924       55             91831.65        85591.74       177423.39
     1924       56             75566.26        72519.28       148085.54
     1924       57             89837.75        81151.81       170989.56
     1924       58             99281.64        93408.04       192689.68
     1924       59             87814.24        79278.22       167092.46
     1924       60             68603.11        63888.48       132491.59
     1924       61             81214.99        72941.81       154156.80
     1924       62             59475.89        57597.27       117073.16
     1924       63            152113.18       119687.81       271800.99
     1924       64             50795.56        49347.94       100143.50
     1924       65             63357.55        57697.63       121055.18
     1924       66             51034.04        46834.41        97868.45
     1924       67             58013.99        48899.47       106913.46
     1924       68             63024.35        53754.98       116779.33
     1924       69             54385.25        46352.48       100737.73
     1924       70             39938.51        35266.70        75205.21
     1924       71             43609.34        36978.19        80587.53
     1924       72             29314.06        25284.16        54598.22
     1924       73             76942.88        55789.23       132732.11
     1924       74             23078.90        20306.14        43385.04
     1924       75             26559.85        21795.51        48355.36
     1924       76             18769.14        15827.11        34596.25
     1924       77             20654.39        16191.86        36846.25
     1924       78             23028.95        17163.03        40191.98
     1924       79             16528.38        12855.85        29384.23
     1924       80             22403.42        14516.97        36920.39
     1924       81             18653.14        11924.87        30578.01
     1924       82             16670.28        10242.90        26913.18
     1924       83             14627.75         8915.67        23543.42
     1924       84             12161.50         7428.23        19589.73
     1924       85              9347.79         5292.46        14640.25
     1924       86              7483.00         3900.02        11383.02
     1924       87              5983.52         3009.96         8993.48
     1924       88              4751.56         2288.35         7039.91
     1924       89              3846.47         1733.47         5579.94
     1924       90              2918.05         1246.53         4164.58
     1924       91              2130.09          908.70         3038.79
     1924       92              1729.36          729.19         2458.55
     1924       93              1421.58          565.33         1986.91
     1924       94              1146.44          440.49         1586.93
     1924       95               836.35          301.21         1137.56
     1924       96               592.83          189.62          782.45
     1924       97               397.42          119.13          516.55
     1924       98               264.35           70.82          335.17
     1924       99               160.62           44.47          205.09
     1924      100                95.37           26.56          121.93
     1924      101                57.50           17.21           74.71
     1924      102                36.34            9.14           45.48
     1924      103                23.53            5.96           29.49
     1924      104                14.10            3.07           17.17
     1924      105                 6.99            1.20            8.19
     1924      106                 3.29            0.29            3.58
     1924      107                 1.78            0.00            1.78
     1924      108                 0.81            0.00            0.81
     1924      109                 0.24            0.00            0.24
     1924      110+                0.00            0.00            0.00
     1925        0            287033.42       307422.38       594455.80
     1925        1            268156.29       285251.16       553407.45
     1925        2            256101.76       272146.63       528248.39
     1925        3            243098.74       258382.36       501481.10
     1925        4            206494.29       209076.96       415571.25
     1925        5            206020.82       209177.44       415198.26
     1925        6            226603.99       228846.35       455450.34
     1925        7            217655.67       217349.12       435004.79
     1925        8            221369.85       222267.41       443637.26
     1925        9            220563.07       221844.82       442407.89
     1925       10            228483.60       226051.80       454535.40
     1925       11            224338.91       225751.05       450089.96
     1925       12            242682.58       242646.93       485329.51
     1925       13            217933.28       217594.17       435527.45
     1925       14            250298.11       240497.28       490795.39
     1925       15            206034.23       212396.48       418430.71
     1925       16            236557.69       236845.44       473403.13
     1925       17            215515.05       214172.07       429687.12
     1925       18            222863.56       216206.66       439070.22
     1925       19            218081.14       208078.46       426159.60
     1925       20            213822.72       201673.79       415496.51
     1925       21            204105.70       197834.14       401939.84
     1925       22            221993.01       203950.18       425943.19
     1925       23            176123.34       163995.24       340118.58
     1925       24            240587.80       203968.17       444555.97
     1925       25            149484.87       148390.35       297875.22
     1925       26            178829.27       171178.37       350007.64
     1925       27            166086.13       160364.26       326450.39
     1925       28            177175.17       159783.89       336959.06
     1925       29            177136.25       161623.59       338759.84
     1925       30            169027.47       149053.44       318080.91
     1925       31            150352.89       139622.46       289975.35
     1925       32            171290.47       153564.15       324854.62
     1925       33            128741.67       122020.77       250762.44
     1925       34            219087.85       189913.51       409001.36
     1925       35            112717.77       111341.13       224058.90
     1925       36            147418.47       142605.71       290024.18
     1925       37            127510.88       121961.74       249472.62
     1925       38            134851.83       121157.64       256009.47
     1925       39            145008.13       135633.14       280641.27
     1925       40            132898.84       120274.39       253173.23
     1925       41            110836.84       103954.04       214790.88
     1925       42            134747.24       121858.15       256605.39
     1925       43            104087.95       100070.77       204158.72
     1925       44            209029.81       185195.03       394224.84
     1925       45             90562.59        88314.69       178877.28
     1925       46            122255.80       114332.02       236587.82
     1925       47            101296.62        95087.70       196384.32
     1925       48            118618.22       102184.76       220802.98
     1925       49            125815.70       115338.21       241153.91
     1925       50            114442.91        99667.84       214110.75
     1925       51             91229.86        83835.03       175064.89
     1925       52            112258.43        99916.52       212174.95
     1925       53             80393.42        77673.80       158067.22
     1925       54            180628.51       153163.82       333792.33
     1925       55             68394.08        66269.62       134663.70
     1925       56             90222.80        83683.70       173906.50
     1925       57             74862.13        71532.74       146394.87
     1925       58             88573.32        79631.99       168205.31
     1925       59             98036.95        91355.64       189392.59
     1925       60             85557.81        77137.65       162695.46
     1925       61             66647.67        61965.18       128612.85
     1925       62             79422.29        70574.48       149996.77
     1925       63             57361.47        55139.24       112500.71
     1925       64            144277.04       112902.00       257179.04
     1925       65             48074.76        46588.02        94662.78
     1925       66             60404.67        54499.99       114904.66
     1925       67             48822.65        44309.27        93131.92
     1925       68             55100.80        45972.47       101073.27
     1925       69             60200.72        50720.01       110920.73
     1925       70             50712.90        42930.39        93643.29
     1925       71             36883.28        32598.29        69481.57
     1925       72             41722.08        34911.21        76633.29
     1925       73             27311.01        23208.58        50519.59
     1925       74             71236.26        50622.01       121858.27
     1925       75             21011.59        17982.56        38994.15
     1925       76             24100.76        19220.17        43320.93
     1925       77             17291.22        13970.16        31261.38
     1925       78             18846.83        14119.15        32965.98
     1925       79             20953.90        15011.68        35965.58
     1925       80             23031.60        14710.42        37742.02
     1925       81             19194.22        12165.57        31359.79
     1925       82             16807.90        10468.11        27276.01
     1925       83             14673.76         8697.93        23371.69
     1925       84             12771.88         7380.83        20152.71
     1925       85             10118.54         5832.01        15950.55
     1925       86              7690.89         4105.14        11796.03
     1925       87              6208.65         3045.42         9254.07
     1925       88              4940.99         2325.10         7266.09
     1925       89              3942.28         1763.30         5705.58
     1925       90              3002.60         1276.71         4279.31
     1925       91              2220.29          909.22         3129.51
     1925       92              1811.97          731.16         2543.13
     1925       93              1382.79          544.30         1927.09
     1925       94              1140.00          424.14         1564.14
     1925       95               882.59          323.74         1206.33
     1925       96               612.39          205.05          817.44
     1925       97               426.53          122.07          548.60
     1925       98               268.48           78.11          346.59
     1925       99               174.20           43.77          217.97
     1925      100               104.90           25.62          130.52
     1925      101                56.09           15.48           71.57
     1925      102                35.16           10.15           45.31
     1925      103                22.27            4.93           27.20
     1925      104                13.58            3.03           16.61
     1925      105                 7.75            1.39            9.14
     1925      106                 3.48            0.28            3.76
     1925      107                 1.18            0.00            1.18
     1925      108                 0.33            0.00            0.33
     1925      109                 0.00            0.00            0.00
     1925      110+                0.00            0.00            0.00
     1926        0            283763.12       303103.60       586866.72
     1926        1            268702.74       282966.10       551668.84
     1926        2            260036.58       275298.90       535335.48
     1926        3            252869.41       267573.78       520443.19
     1926        4            240870.71       254951.31       495822.02
     1926        5            212993.29       215866.28       428859.57
     1926        6            206578.47       209718.80       416297.27
     1926        7            228592.15       230191.17       458783.32
     1926        8            217055.25       217117.23       434172.48
     1926        9            220895.82       222608.94       443504.76
     1926       10            219640.82       219715.88       439356.70
     1926       11            227435.58       223965.53       451401.11
     1926       12            223358.77       224137.10       447495.87
     1926       13            243329.28       242142.36       485471.64
     1926       14            216488.41       215366.12       431854.53
     1926       15            250644.44       238169.43       488813.87
     1926       16            203698.30       210878.79       414577.09
     1926       17            234748.34       235130.83       469879.17
     1926       18            215053.14       212690.12       427743.26
     1926       19            221784.92       212951.52       434736.44
     1926       20            217588.93       206547.82       424136.75
     1926       21            212884.47       200502.91       413387.38
     1926       22            202190.42       196113.05       398303.47
     1926       23            220098.98       202232.23       422331.21
     1926       24            173712.52       162751.67       336464.19
     1926       25            241849.94       206379.43       448229.37
     1926       26            146057.38       145852.16       291909.54
     1926       27            176170.19       167970.32       344140.51
     1926       28            163640.71       158400.39       322041.10
     1926       29            173814.59       157853.28       331667.87
     1926       30            174282.06       159607.69       333889.75
     1926       31            167567.05       147818.59       315385.64
     1926       32            148125.13       137640.99       285766.12
     1926       33            169733.04       152431.89       322164.93
     1926       34            128041.48       122062.03       250103.51
     1926       35            217950.73       189373.24       407323.97
     1926       36            110664.89       110159.06       220823.95
     1926       37            146363.24       142152.31       288515.55
     1926       38            125446.62       120065.92       245512.54
     1926       39            133705.85       120403.71       254109.56
     1926       40            144147.59       134996.15       279143.74
     1926       41            131541.38       119454.12       250995.50
     1926       42            109834.32       103109.91       212944.23
     1926       43            134306.90       121078.53       255385.43
     1926       44            103243.11        99689.25       202932.36
     1926       45            205631.89       181799.20       387431.09
     1926       46             88931.18        87071.06       176002.24
     1926       47            120703.66       113082.28       233785.94
     1926       48             99986.42        94021.94       194008.36
     1926       49            116900.26       100454.58       217354.84
     1926       50            123233.89       112244.67       235478.56
     1926       51            113735.60        98676.09       212411.69
     1926       52             89988.27        82485.68       172473.95
     1926       53            110761.15        98116.06       208877.21
     1926       54             79280.36        76714.87       155995.23
     1926       55            177753.63       148966.18       326719.81
     1926       56             66834.13        64796.10       131630.23
     1926       57             88793.91        81859.42       170653.33
     1926       58             74026.33        70335.19       144361.52
     1926       59             87230.17        77958.72       165188.89
     1926       60             95862.33        88589.32       184451.65
     1926       61             83184.53        75083.35       158267.88
     1926       62             65444.90        60551.78       125996.68
     1926       63             77209.51        67610.47       144819.98
     1926       64             55170.05        52597.04       107767.09
     1926       65            135946.06       105660.45       241606.51
     1926       66             45166.80        43577.61        88744.41
     1926       67             57585.14        51365.16       108950.30
     1926       68             46288.44        41524.18        87812.62
     1926       69             52279.61        43134.75        95414.36
     1926       70             56056.96        46845.16       102902.12
     1926       71             46714.56        39445.80        86160.36
     1926       72             34887.72        30516.29        65404.01
     1926       73             39109.13        32156.97        71266.10
     1926       74             25393.31        21125.32        46518.63
     1926       75             64939.60        45087.15       110026.75
     1926       76             18755.26        15675.70        34430.96
     1926       77             22014.16        17046.42        39060.58
     1926       78             15490.61        11976.05        27466.66
     1926       79             17244.15        12315.93        29560.08
     1926       80             23015.29        14338.65        37353.94
     1926       81             19544.94        12251.56        31796.50
     1926       82             17212.60        10517.20        27729.80
     1926       83             14632.57         8787.23        23419.80
     1926       84             12643.77         7117.27        19761.04
     1926       85             10508.55         5734.92        16243.47
     1926       86              8218.96         4525.84        12744.80
     1926       87              6338.39         3179.00         9517.39
     1926       88              5066.18         2286.22         7352.40
     1926       89              4041.12         1752.49         5793.61
     1926       90              3050.99         1286.01         4337.00
     1926       91              2249.75          913.13         3162.88
     1926       92              1846.22          740.54         2586.76
     1926       93              1434.60          558.50         1993.10
     1926       94              1088.62          405.14         1493.76
     1926       95               849.93          306.91         1156.84
     1926       96               621.54          220.05          841.59
     1926       97               434.91          135.60          570.51
     1926       98               291.32           77.45          368.77
     1926       99               164.78           45.64          210.42
     1926      100               104.16           26.37          130.53
     1926      101                58.62           14.35           72.97
     1926      102                36.69            8.65           45.34
     1926      103                22.98            5.94           28.92
     1926      104                14.98            2.48           17.46
     1926      105                 8.67            1.37           10.04
     1926      106                 4.78            0.46            5.24
     1926      107                 1.93            0.00            1.93
     1926      108                 0.30            0.00            0.30
     1926      109                 0.00            0.00            0.00
     1926      110+                0.00            0.00            0.00
     1927        0            293214.59       313727.64       606942.23
     1927        1            264424.43       279936.79       544361.22
     1927        2            262046.38       273720.60       535766.98
     1927        3            256911.07       270719.93       527631.00
     1927        4            252225.54       265779.65       518005.19
     1927        5            239860.15       252682.02       492542.17
     1927        6            220023.86       223155.24       443179.10
     1927        7            207405.40       210596.89       418002.29
     1927        8            230847.86       231824.09       462671.95
     1927        9            216569.99       217026.25       433596.24
     1927       10            220451.74       223007.10       443458.84
     1927       11            218693.46       217602.63       436296.09
     1927       12            226333.87       221911.00       448244.87
     1927       13            222317.89       222500.59       444818.48
     1927       14            243932.30       241551.20       485483.50
     1927       15            215006.45       213067.32       428073.77
     1927       16            250931.98       235752.54       486684.52
     1927       17            201251.46       209169.30       410420.76
     1927       18            232798.49       233182.62       465981.11
     1927       19            214568.09       211104.61       425672.70
     1927       20            220661.54       209659.96       430321.50
     1927       21            217131.34       205052.84       422184.18
     1927       22            211906.90       199325.34       411232.24
     1927       23            200120.03       194365.00       394485.03
     1927       24            218221.54       200582.88       418804.42
     1927       25            171354.25       161572.58       332926.83
     1927       26            243184.12       208813.75       451997.87
     1927       27            142642.31       143319.95       285962.26
     1927       28            173501.40       164736.53       338237.93
     1927       29            161329.41       156518.59       317848.00
     1927       30            170357.35       155926.92       326284.27
     1927       31            171499.19       157676.10       329175.29
     1927       32            166296.21       146641.24       312937.45
     1927       33            145780.76       135490.46       281271.22
     1927       34            168238.92       151281.62       319520.54
     1927       35            127276.74       122037.89       249314.63
     1927       36            216778.13       188726.98       405505.11
     1927       37            108731.43       109019.21       217750.64
     1927       38            145298.95       141668.78       286967.73
     1927       39            123409.49       118190.31       241599.80
     1927       40            132321.91       119438.14       251760.05
     1927       41            143305.02       134339.13       277644.15
     1927       42            130421.81       118647.81       249069.62
     1927       43            108813.42       102085.68       210899.10
     1927       44            133988.25       120367.02       254355.27
     1927       45            102227.94        99031.26       201259.20
     1927       46            202276.52       178347.55       380624.07
     1927       47             87518.62        85992.38       173511.00
     1927       48            119071.35       111650.91       230722.26
     1927       49             98689.65        92959.03       191648.68
     1927       50            114842.45        98484.89       213327.34
     1927       51            120676.19       109208.36       229884.55
     1927       52            113362.95        97893.54       211256.49
     1927       53             88572.29        80888.09       169460.38
     1927       54            109252.98        96353.48       205606.46
     1927       55             77965.97        75586.20       153552.17
     1927       56            174814.15       144680.14       319494.29
     1927       57             65429.59        63457.24       128886.83
     1927       58             87293.60        79974.69       167268.29
     1927       59             73218.17        69123.88       142342.05
     1927       60             85121.41        75670.20       160791.61
     1927       61             93699.20        85879.04       179578.24
     1927       62             81553.29        73488.06       155041.35
     1927       63             63859.92        58652.43       122512.35
     1927       64             75024.98        64673.85       139698.83
     1927       65             52599.41        49765.67       102365.08
     1927       66            127592.27        98417.91       226010.18
     1927       67             42707.72        41014.63        83722.35
     1927       68             54790.47        48437.93       103228.40
     1927       69             44061.82        39179.83        83241.65
     1927       70             48427.56        39804.90        88232.46
     1927       71             52021.89        43112.60        95134.49
     1927       72             44102.06        36647.29        80749.35
     1927       73             32516.12        28051.08        60567.20
     1927       74             36830.06        29652.85        66482.91
     1927       75             22989.11        18819.18        41808.29
     1927       76             58633.05        39759.92        98392.97
     1927       77             17242.78        13957.60        31200.38
     1927       78             20024.44        14892.36        34916.80
     1927       79             14172.08        10411.30        24583.38
     1927       80             23440.73        14159.45        37600.18
     1927       81             19827.01        12093.49        31920.50
     1927       82             17655.96        10709.84        28365.80
     1927       83             15175.82         8883.32        24059.14
     1927       84             12741.68         7260.88        20002.56
     1927       85             10504.47         5612.45        16116.92
     1927       86              8638.31         4504.93        13143.24
     1927       87              6840.41         3577.56        10417.97
     1927       88              5283.47         2472.18         7755.65
     1927       89              4230.92         1758.63         5989.55
     1927       90              3148.66         1297.11         4445.77
     1927       91              2323.29          946.25         3269.54
     1927       92              1916.77          720.56         2637.33
     1927       93              1495.80          560.98         2056.78
     1927       94              1145.22          427.11         1572.33
     1927       95               819.52          292.98         1112.50
     1927       96               599.68          205.07          804.75
     1927       97               435.54          135.60          571.14
     1927       98               285.74           86.08          371.82
     1927       99               179.44           48.49          227.93
     1927      100               100.37           26.07          126.44
     1927      101                60.65           13.47           74.12
     1927      102                39.31            8.35           47.66
     1927      103                23.63            4.90           28.53
     1927      104                14.95            3.71           18.66
     1927      105                10.26            1.23           11.49
     1927      106                 5.56            0.55            6.11
     1927      107                 2.93            0.46            3.39
     1927      108                 0.98            0.00            0.98
     1927      109                 0.00            0.00            0.00
     1927      110+                0.00            0.00            0.00
     1928        0            284224.45       300801.26       585025.71
     1928        1            276355.08       290323.00       566678.08
     1928        2            256876.05       271147.55       528023.60
     1928        3            260471.16       270020.15       530491.31
     1928        4            256376.57       268981.28       525357.85
     1928        5            252750.07       265182.95       517933.02
     1928        6            239428.82       250960.03       490388.85
     1928        7            227399.24       230865.85       458265.09
     1928        8            208500.80       211795.47       420296.27
     1928        9            233237.06       233629.68       466866.74
     1928       10            216159.58       217070.94       433230.52
     1928       11            220056.30       223507.11       443563.41
     1928       12            217757.10       215568.53       433325.63
     1928       13            225254.18       219883.14       445137.32
     1928       14            221280.75       220826.02       442106.77
     1928       15            244476.41       240949.10       485425.51
     1928       16            213449.25       210753.99       424203.24
     1928       17            251112.15       233207.03       484319.18
     1928       18            198695.61       207249.05       405944.66
     1928       19            230878.47       231131.53       462010.00
     1928       20            214090.76       209513.06       423603.82
     1928       21            219572.05       206405.96       425978.01
     1928       22            216585.39       203483.14       420068.53
     1928       23            210774.62       198021.03       408795.65
     1928       24            198086.34       192621.77       390708.11
     1928       25            216354.10       198965.47       415319.57
     1928       26            169010.31       160421.76       329432.07
     1928       27            244543.30       211298.39       455841.69
     1928       28            139201.42       140804.50       280005.92
     1928       29            170879.51       161586.38       332465.89
     1928       30            158894.82       154601.99       313496.81
     1928       31            166988.18       154055.04       321043.22
     1928       32            168862.84       155747.69       324610.53
     1928       33            164857.06       145202.90       310059.96
     1928       34            143473.05       133253.52       276726.57
     1928       35            166685.70       150051.23       316736.93
     1928       36            126485.45       121940.32       248425.77
     1928       37            215700.99       188166.08       403867.07
     1928       38            106765.21       107837.29       214602.50
     1928       39            144290.69       141166.79       285457.48
     1928       40            121187.48       116135.47       237322.95
     1928       41            130999.37       118539.96       249539.33
     1928       42            142655.85       133771.79       276427.64
     1928       43            129116.14       117705.37       246821.51
     1928       44            107832.85       101204.25       209037.10
     1928       45            133484.62       119474.78       252959.40
     1928       46            101213.97        98350.78       199564.75
     1928       47            199130.70       175107.94       374238.64
     1928       48             86020.39        84766.86       170787.25
     1928       49            117426.21       110184.89       227611.10
     1928       50             97105.91        91627.89       188733.80
     1928       51            112848.29        96560.90       209409.19
     1928       52            118423.11       106409.85       224832.96
     1928       53            112842.38        96863.00       209705.38
     1928       54             87190.29        79313.60       166503.89
     1928       55            107577.14        94366.38       201943.52
     1928       56             76532.12        74289.05       150821.17
     1928       57            171960.88       140522.53       312483.41
     1928       58             63924.55        62016.85       125941.40
     1928       59             85701.71        78003.67       163705.38
     1928       60             71563.68        67272.57       138836.25
     1928       61             82918.08        73442.64       156360.72
     1928       62             92137.51        83595.11       175732.62
     1928       63             79443.71        71359.97       150803.68
     1928       64             62145.83        56738.66       118884.49
     1928       65             72209.26        61355.76       133565.02
     1928       66             49752.75        46758.72        96511.47
     1928       67            119446.36        91332.10       210778.46
     1928       68             39965.11        38307.63        78272.74
     1928       69             52126.24        45734.83        97861.07
     1928       70             40664.22        36135.48        76799.70
     1928       71             44255.34        36340.71        80596.05
     1928       72             48828.08        39851.45        88679.53
     1928       73             40760.12        33260.91        74021.03
     1928       74             30155.52        25631.94        55787.46
     1928       75             33778.36        26704.53        60482.89
     1928       76             20356.54        16398.80        36755.34
     1928       77             52760.73        34727.47        87488.20
     1928       78             15323.09        11991.72        27314.81
     1928       79             18038.25        12931.69        30969.94
     1928       80             23712.32        14463.53        38175.85
     1928       81             20029.51        11800.98        31830.49
     1928       82             17771.68        10427.87        28199.55
     1928       83             15376.90         8959.96        24336.86
     1928       84             13076.28         7258.13        20334.41
     1928       85             10427.81         5622.55        16050.36
     1928       86              8508.09         4323.49        12831.58
     1928       87              7119.10         3494.62        10613.72
     1928       88              5604.06         2718.61         8322.67
     1928       89              4311.52         1830.93         6142.45
     1928       90              3241.76         1276.31         4518.07
     1928       91              2360.51          944.23         3304.74
     1928       92              1951.01          760.90         2711.91
     1928       93              1546.70          550.53         2097.23
     1928       94              1193.62          406.20         1599.82
     1928       95               853.12          293.22         1146.34
     1928       96               559.90          183.78          743.68
     1928       97               406.05          123.72          529.77
     1928       98               295.20           76.94          372.14
     1928       99               184.87           39.17          224.04
     1928      100               115.21           25.12          140.33
     1928      101                62.32           15.59           77.91
     1928      102                39.59            8.79           48.38
     1928      103                25.44            5.42           30.86
     1928      104                14.51            3.18           17.69
     1928      105                 9.49            2.75           12.24
     1928      106                 7.14            0.94            8.08
     1928      107                 3.56            0.55            4.11
     1928      108                 1.77            0.46            2.23
     1928      109                 0.40            0.00            0.40
     1928      110+                0.00            0.00            0.00
     1929        0            295160.55       314274.65       609435.20
     1929        1            267740.48       279299.28       547039.76
     1929        2            268791.87       279477.98       548269.85
     1929        3            252912.24       266524.06       519436.30
     1929        4            260948.28       268434.10       529382.38
     1929        5            256816.81       268163.86       524980.67
     1929        6            253666.66       265023.78       518690.44
     1929        7            239263.61       249611.04       488874.65
     1929        8            235069.91       238874.60       473944.51
     1929        9            209744.46       213114.56       422859.02
     1929       10            235724.90       235473.48       471198.38
     1929       11            215810.75       217096.41       432907.16
     1929       12            219693.48       224001.27       443694.75
     1929       13            216813.84       213548.43       430362.27
     1929       14            224092.24       217857.66       441949.90
     1929       15            220166.18       219176.66       439342.84
     1929       16            244980.93       240311.43       485292.36
     1929       17            211843.24       208277.38       420120.62
     1929       18            251232.16       230463.52       481695.68
     1929       19            196174.02       205273.22       401447.24
     1929       20            229021.79       229086.25       458108.04
     1929       21            213745.77       208003.25       421749.02
     1929       22            218502.62       203239.58       421742.20
     1929       23            215957.75       201981.71       417939.46
     1929       24            209740.40       196788.59       406528.99
     1929       25            196160.45       190890.00       387050.45
     1929       26            214560.20       197418.62       411978.82
     1929       27            166698.41       159379.53       326077.94
     1929       28            245919.57       213816.09       459735.66
     1929       29            135935.69       138387.21       274322.90
     1929       30            168271.60       158452.43       326724.03
     1929       31            156616.02       152781.33       309397.35
     1929       32            163822.69       152249.97       316072.66
     1929       33            166141.81       153717.55       319859.36
     1929       34            163468.55       143889.72       307358.27
     1929       35            141153.98       131131.57       272285.55
     1929       36            165214.84       148830.21       314045.05
     1929       37            125916.17       121927.06       247843.23
     1929       38            214677.25       187591.26       402268.51
     1929       39            104847.85       106687.12       211534.97
     1929       40            143130.43       140550.93       283681.36
     1929       41            119095.30       114193.46       233288.76
     1929       42            129921.29       117767.88       247689.17
     1929       43            141979.60       133130.85       275110.45
     1929       44            128013.38       116884.28       244897.66
     1929       45            106724.82       100100.27       206825.09
     1929       46            133015.08       118553.89       251568.97
     1929       47            100399.46        97878.01       198277.47
     1929       48            195900.81       171762.60       367663.41
     1929       49             84546.08        83562.98       168109.06
     1929       50            115495.90       108523.65       224019.55
     1929       51             95561.49        90420.57       185982.06
     1929       52            111118.85        94909.53       206028.38
     1929       53            116031.61       103470.14       219501.75
     1929       54            112388.03        96002.16       208390.19
     1929       55             85574.85        77579.69       163154.54
     1929       56            105761.57        92304.50       198066.07
     1929       57             75293.22        73215.02       148508.24
     1929       58            169092.60       136304.14       305396.74
     1929       59             62440.91        60586.30       123027.21
     1929       60             83458.61        75576.48       159035.09
     1929       61             69947.46        65620.50       135567.96
     1929       62             81421.16        71769.30       153190.46
     1929       63             90290.57        81015.85       171306.42
     1929       64             77341.07        69377.56       146718.63
     1929       65             60023.92        54600.44       114624.36
     1929       66             69452.22        58085.24       127537.46
     1929       67             47441.94        44142.85        91584.79
     1929       68            111377.98        84386.40       195764.38
     1929       69             37652.07        35979.22        73631.29
     1929       70             48629.39        42492.73        91122.12
     1929       71             37385.63        33165.04        70550.67
     1929       72             41376.62        33505.98        74882.60
     1929       73             45345.77        36279.28        81625.05
     1929       74             37778.65        30260.34        68038.99
     1929       75             27425.95        23122.66        50548.61
     1929       76             30943.73        24081.32        55025.05
     1929       77             18523.85        14679.52        33203.37
     1929       78             46923.19        29775.89        76699.08
     1929       79             13947.94        10547.08        24495.02
     1929       80             24892.90        15486.32        40379.22
     1929       81             20705.12        12270.99        32976.11
     1929       82             18128.60        10342.27        28470.87
     1929       83             15677.40         8842.17        24519.57
     1929       84             13422.50         7447.80        20870.30
     1929       85             10953.59         5775.37        16728.96
     1929       86              8670.94         4416.35        13087.29
     1929       87              7108.05         3394.41        10502.46
     1929       88              5925.03         2699.03         8624.06
     1929       89              4656.54         2086.28         6742.82
     1929       90              3414.57         1400.75         4815.32
