Spain, Population size (abridged)	Last modified: 08 May 2020;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
     2009       30            393151.00       423224.00       816375.00
     2009       31            397063.00       430251.00       827314.00
     2009       32            405127.00       436821.00       841948.00
     2009       33            400761.00       434297.00       835058.00
     2009       34            398425.00       429451.00       827876.00
     2009       35            387742.00       417780.00       805522.00
     2009       36            385772.00       415492.00       801264.00
     2009       37            380014.00       406300.00       786314.00
     2009       38            375374.00       401887.00       777261.00
     2009       39            372815.00       394137.00       766952.00
     2009       40            370587.00       390640.00       761227.00
     2009       41            373407.00       389538.00       762945.00
     2009       42            363809.00       378676.00       742485.00
     2009       43            362835.00       373672.00       736507.00
     2009       44            367954.00       377601.00       745555.00
     2009       45            350570.00       358747.00       709317.00
     2009       46            340078.00       345621.00       685699.00
     2009       47            332790.00       336026.00       668816.00
     2009       48            334992.00       337446.00       672438.00
     2009       49            326372.00       326942.00       653314.00
     2009       50            319547.00       318770.00       638317.00
     2009       51            311991.00       309684.00       621675.00
     2009       52            291491.00       288336.00       579827.00
     2009       53            282988.00       278990.00       561978.00
     2009       54            271213.00       264155.00       535368.00
     2009       55            270215.00       264979.00       535194.00
     2009       56            268767.00       263559.00       532326.00
     2009       57            252385.00       244812.00       497197.00
     2009       58            247286.00       238754.00       486040.00
     2009       59            258527.00       245763.00       504290.00
     2009       60            270491.00       257033.00       527524.00
     2009       61            247898.00       234239.00       482137.00
     2009       62            238516.00       222176.00       460692.00
     2009       63            249660.00       231597.00       481257.00
     2009       64            238150.00       219441.00       457591.00
     2009       65            234576.00       215856.00       450432.00
     2009       66            202878.00       185860.00       388738.00
     2009       67            187062.00       170495.00       357557.00
     2009       68            231009.00       206560.00       437569.00
     2009       69            156571.00       135037.00       291608.00
     2009       70            176933.00       152458.00       329391.00
     2009       71            198033.00       168127.00       366160.00
     2009       72            218911.00       179074.00       397985.00
     2009       73            209544.00       172171.00       381715.00
     2009       74            207520.00       166657.00       374177.00
     2009       75            211216.00       166119.00       377335.00
     2009       76            206640.00       158857.00       365497.00
     2009       77            193115.00       146060.00       339175.00
     2009       78            193115.00       138930.00       332045.00
     2009       79            177963.00       125080.00       303043.00
     2009       80            171947.08       116562.85       288509.93
     2009       81            155983.77       102987.66       258971.43
     2009       82            150276.25        94848.57       245124.82
     2009       83            136662.47        81818.00       218480.47
     2009       84            127679.97        72647.91       200327.88
     2009       85            114741.19        63741.82       178483.01
     2009       86            106182.93        54081.96       160264.89
     2009       87             87819.42        45170.58       132990.00
     2009       88             76354.29        33946.47       110300.76
     2009       89             58027.63        24339.97        82367.60
     2009       90             50666.63        19447.85        70114.48
     2009       91             40902.26        15183.13        56085.39
     2009       92             32909.19        11913.52        44822.71
     2009       93             26860.67         9173.13        36033.80
     2009       94             21452.43         6773.08        28225.51
     2009       95             16137.64         4928.27        21065.91
     2009       96             11988.46         3530.41        15518.87
     2009       97              8157.47         2232.66        10390.13
     2009       98              5655.63         1521.27         7176.90
     2009       99              3619.31          949.22         4568.53
     2009      100              2271.25          538.88         2810.13
     2009      101              1466.10          346.59         1812.69
     2009      102               886.52          178.28         1064.80
     2009      103               458.16           93.00          551.16
     2009      104               224.98           42.00          266.98
     2009      105               137.26           28.00          165.26
     2009      106                76.00           13.00           89.00
     2009      107                38.00           11.00           49.00
     2009      108                23.00            3.00           26.00
     2009      109                 4.00            0.00            4.00
     2009      110+                5.00            0.00            5.00
     2010        0            238603.00       255371.00       493974.00
     2010        1            251934.00       268851.00       520785.00
     2010        2            242192.00       257612.00       499804.00
     2010        3            240459.00       255705.00       496164.00
     2010        4            236184.00       249779.00       485963.00
     2010        5            232972.00       247742.00       480714.00
     2010        6            230228.00       242388.00       472616.00
     2010        7            220539.00       233391.00       453930.00
     2010        8            219797.00       230998.00       450795.00
     2010        9            217175.00       231419.00       448594.00
     2010       10            213152.00       224531.00       437683.00
     2010       11            205700.00       219108.00       424808.00
     2010       12            207298.00       218556.00       425854.00
     2010       13            205316.00       215919.00       421235.00
     2010       14            204392.00       216482.00       420874.00
     2010       15            206335.00       219534.00       425869.00
     2010       16            214765.00       228485.00       443250.00
     2010       17            223104.00       237223.00       460327.00
     2010       18            223470.00       238943.00       462413.00
     2010       19            229587.00       242889.00       472476.00
     2010       20            238965.00       251021.00       489986.00
     2010       21            249154.00       259245.00       508399.00
     2010       22            258716.00       267949.00       526665.00
     2010       23            271136.00       278894.00       550030.00
     2010       24            284680.00       294272.00       578952.00
     2010       25            299900.00       309817.00       609717.00
     2010       26            312789.00       324826.00       637615.00
     2010       27            333428.00       348405.00       681833.00
     2010       28            349232.00       367483.00       716715.00
     2010       29            367470.00       388936.00       756406.00
     2010       30            378867.00       401009.00       779876.00
     2010       31            394257.00       421852.00       816109.00
     2010       32            398262.00       428768.00       827030.00
     2010       33            405995.00       435404.00       841399.00
     2010       34            401620.00       432981.00       834601.00
     2010       35            399416.00       428245.00       827661.00
     2010       36            388633.00       416810.00       805443.00
     2010       37            386898.00       414601.00       801499.00
     2010       38            381005.00       405483.00       786488.00
     2010       39            376315.00       400867.00       777182.00
     2010       40            373956.00       393300.00       767256.00
     2010       41            371463.00       389928.00       761391.00
     2010       42            374272.00       388920.00       763192.00
     2010       43            364454.00       378046.00       742500.00
     2010       44            363534.00       373185.00       736719.00
     2010       45            368553.00       377001.00       745554.00
     2010       46            351104.00       358058.00       709162.00
     2010       47            340396.00       344764.00       685160.00
     2010       48            333169.00       335233.00       668402.00
     2010       49            335128.00       336597.00       671725.00
     2010       50            326328.00       326057.00       652385.00
     2010       51            319575.00       317931.00       637506.00
     2010       52            311899.00       308762.00       620661.00
     2010       53            291337.00       287351.00       578688.00
     2010       54            282819.00       277895.00       560714.00
     2010       55            271018.00       263050.00       534068.00
     2010       56            270005.00       263593.00       533598.00
     2010       57            268412.00       262282.00       530694.00
     2010       58            252139.00       243477.00       495616.00
     2010       59            246862.00       237385.00       484247.00
     2010       60            258196.00       244366.00       502562.00
     2010       61            270201.00       255537.00       525738.00
     2010       62            247474.00       232596.00       480070.00
     2010       63            237921.00       220433.00       458354.00
     2010       64            248930.00       229593.00       478523.00
     2010       65            237374.00       217663.00       455037.00
     2010       66            233720.00       213568.00       447288.00
     2010       67            201885.00       183666.00       385551.00
     2010       68            186066.00       168159.00       354225.00
     2010       69            229555.00       203289.00       432844.00
     2010       70            155379.00       132565.00       287944.00
     2010       71            175425.00       149571.00       324996.00
     2010       72            196096.00       164456.00       360552.00
     2010       73            216142.00       174653.00       390795.00
     2010       74            206854.00       167433.00       374287.00
     2010       75            204400.00       161494.00       365894.00
     2010       76            207630.00       160316.00       367946.00
     2010       77            202599.00       152705.00       355304.00
     2010       78            188841.00       139678.00       328519.00
     2010       79            187950.00       132176.00       320126.00
     2010       80            172315.00       118338.00       290653.00
     2010       81            165480.08       109252.85       274732.93
     2010       82            149256.77        95626.66       244883.43
     2010       83            142902.25        87415.57       230317.82
     2010       84            128832.47        74844.00       203676.47
     2010       85            119420.97        65699.91       185120.88
     2010       86            106121.19        56916.82       163038.01
     2010       87             97017.93        47486.96       144504.89
     2010       88             79247.42        39134.58       118382.00
     2010       89             67672.29        28778.47        96450.76
     2010       90             50536.63        20169.97        70706.60
     2010       91             43297.63        15945.85        59243.48
     2010       92             34292.26        12142.13        46434.39
     2010       93             27125.19         9300.52        36425.71
     2010       94             21699.67         7002.13        28701.80
     2010       95             16823.43         5028.08        21851.51
     2010       96             12290.64         3605.27        15895.91
     2010       97              8984.46         2504.41        11488.87
     2010       98              5916.47         1585.66         7502.13
     2010       99              4006.63         1012.27         5018.90
     2010      100              2509.31          613.22         3122.53
     2010      101              1500.25          323.88         1824.13
     2010      102               931.10          195.59         1126.69
     2010      103               521.52          112.28          633.80
     2010      104               260.16           50.00          310.16
     2010      105               123.98           22.00          145.98
     2010      106                75.26           12.00           87.26
     2010      107                42.00            7.00           49.00
     2010      108                24.00            8.00           32.00
     2010      109                 9.00            3.00           12.00
     2010      110+                1.00            0.00            1.00
     2011        0            234436.00       249568.00       484004.00
     2011        1            239057.00       255870.00       494927.00
     2011        2            251933.00       268942.00       520875.00
     2011        3            242700.00       258553.00       501253.00
     2011        4            240975.00       256415.00       497390.00
     2011        5            236650.00       250239.00       486889.00
     2011        6            233350.00       248290.00       481640.00
     2011        7            230434.00       242764.00       473198.00
     2011        8            220970.00       233699.00       454669.00
     2011        9            220005.00       231439.00       451444.00
     2011       10            217956.00       232277.00       450233.00
     2011       11            213907.00       225455.00       439362.00
     2011       12            206303.00       220066.00       426369.00
     2011       13            208391.00       219710.00       428101.00
     2011       14            206318.00       217027.00       423345.00
     2011       15            205069.00       217589.00       422658.00
     2011       16            207235.00       220774.00       428009.00
     2011       17            215993.00       230195.00       446188.00
     2011       18            225143.00       239409.00       464552.00
     2011       19            226079.00       240600.00       466679.00
     2011       20            232716.00       244667.00       477383.00
     2011       21            242247.00       252781.00       495028.00
     2011       22            252286.00       260305.00       512591.00
     2011       23            261763.00       268432.00       530195.00
     2011       24            273762.00       279308.00       553070.00
     2011       25            286924.00       293918.00       580842.00
     2011       26            301728.00       309063.00       610791.00
     2011       27            314036.00       323880.00       637916.00
     2011       28            334297.00       346895.00       681192.00
     2011       29            349619.00       365563.00       715182.00
     2011       30            367666.00       386407.00       754073.00
     2011       31            378761.00       398672.00       777433.00
     2011       32            394232.00       419356.00       813588.00
     2011       33            398306.00       426373.00       824679.00
     2011       34            406070.00       433043.00       839113.00
     2011       35            401820.00       430835.00       832655.00
     2011       36            399732.00       426337.00       826069.00
     2011       37            388934.00       415410.00       804344.00
     2011       38            387316.00       412989.00       800305.00
     2011       39            381556.00       404438.00       785994.00
     2011       40            376798.00       399463.00       776261.00
     2011       41            374353.00       392278.00       766631.00
     2011       42            371922.00       388776.00       760698.00
     2011       43            374859.00       387955.00       762814.00
     2011       44            364846.00       376973.00       741819.00
     2011       45            363903.00       372341.00       736244.00
     2011       46            368808.00       375964.00       744772.00
     2011       47            351374.00       357040.00       708414.00
     2011       48            340657.00       343845.00       684502.00
     2011       49            333336.00       334255.00       667591.00
     2011       50            335178.00       335401.00       670579.00
     2011       51            326248.00       325110.00       651358.00
     2011       52            319362.00       316767.00       636129.00
     2011       53            311722.00       307521.00       619243.00
     2011       54            291081.00       286133.00       577214.00
     2011       55            282502.00       276646.00       559148.00
     2011       56            270648.00       261829.00       532477.00
     2011       57            269548.00       262230.00       531778.00
     2011       58            267833.00       260799.00       528632.00
     2011       59            251745.00       242112.00       493857.00
     2011       60            246397.00       235911.00       482308.00
     2011       61            257722.00       242842.00       500564.00
     2011       62            269612.00       253801.00       523413.00
     2011       63            246895.00       230802.00       477697.00
     2011       64            237228.00       218580.00       455808.00
     2011       65            248146.00       227588.00       475734.00
     2011       66            236433.00       215542.00       451975.00
     2011       67            232668.00       210957.00       443625.00
     2011       68            200639.00       181179.00       381818.00
     2011       69            184893.00       165578.00       350471.00
     2011       70            227846.00       199862.00       427708.00
     2011       71            153926.00       130003.00       283929.00
     2011       72            173623.00       146257.00       319880.00
     2011       73            193905.00       160537.00       354442.00
     2011       74            213109.00       169897.00       383006.00
     2011       75            203941.00       162443.00       366384.00
     2011       76            200981.00       156226.00       357207.00
     2011       77            203627.00       154268.00       357895.00
     2011       78            198175.00       146368.00       344543.00
     2011       79            183992.00       133217.00       317209.00
     2011       80            182382.00       125254.00       307636.00
     2011       81            166361.00       111210.00       277571.00
     2011       82            158741.08       101808.85       260549.93
     2011       83            142282.77        88296.66       230579.43
     2011       84            135242.25        80017.57       215259.82
     2011       85            120671.47        67852.00       188523.47
     2011       86            110895.97        58751.91       169647.88
     2011       87             97546.19        50396.82       147943.01
     2011       88             87760.93        41344.96       129105.89
     2011       89             70693.42        33418.58       104112.00
     2011       90             59323.29        24118.47        83441.76
     2011       91             43453.63        16510.97        59964.60
     2011       92             36655.63        12764.85        49420.48
     2011       93             28438.26         9451.13        37889.39
     2011       94             21882.19         7154.52        29036.71
     2011       95             17121.67         5220.13        22341.80
     2011       96             13000.43         3649.08        16649.51
     2011       97              9232.64         2556.27        11788.91
     2011       98              6536.46         1747.41         8283.87
     2011       99              4232.47         1062.66         5295.13
     2011      100              2769.63          646.27         3415.90
     2011      101              1680.31          404.22         2084.53
     2011      102               959.25          200.88         1160.13
     2011      103               577.10          109.59          686.69
     2011      104               327.52           53.28          380.80
     2011      105               159.16           28.00          187.16
     2011      106                72.98            9.00           81.98
     2011      107                41.26            5.00           46.26
     2011      108                24.00            3.00           27.00
     2011      109                 9.00            4.00           13.00
     2011      110+                2.00            3.00            5.00
     2012        0            230574.00       245029.00       475603.00
     2012        1            234151.00       249398.00       483549.00
     2012        2            238626.00       255532.00       494158.00
     2012        3            252034.00       269087.00       521121.00
     2012        4            243003.00       259160.00       502163.00
     2012        5            241383.00       256800.00       498183.00
     2012        6            237047.00       250725.00       487772.00
     2012        7            233681.00       248744.00       482425.00
     2012        8            230865.00       243087.00       473952.00
     2012        9            221291.00       234185.00       455476.00
     2012       10            220249.00       231822.00       452071.00
     2012       11            218466.00       233150.00       451616.00
     2012       12            214567.00       226296.00       440863.00
     2012       13            206996.00       221025.00       428021.00
     2012       14            209240.00       220727.00       429967.00
     2012       15            207356.00       218121.00       425477.00
     2012       16            205767.00       218680.00       424447.00
     2012       17            208318.00       222306.00       430624.00
     2012       18            218001.00       232267.00       450268.00
     2012       19            227797.00       240797.00       468594.00
     2012       20            229183.00       242042.00       471225.00
     2012       21            236040.00       245980.00       482020.00
     2012       22            245719.00       253726.00       499445.00
     2012       23            255690.00       261250.00       516940.00
     2012       24            264764.00       269419.00       534183.00
     2012       25            276235.00       279407.00       555642.00
     2012       26            288972.00       293496.00       582468.00
     2012       27            303108.00       308023.00       611131.00
     2012       28            314941.00       322232.00       637173.00
     2012       29            334726.00       344775.00       679501.00
     2012       30            349645.00       362957.00       712602.00
     2012       31            367475.00       383367.00       750842.00
     2012       32            378498.00       395657.00       774155.00
     2012       33            393828.00       416273.00       810101.00
     2012       34            398078.00       423678.00       821756.00
     2012       35            405846.00       430449.00       836295.00
     2012       36            401743.00       428436.00       830179.00
     2012       37            399737.00       424076.00       823813.00
     2012       38            388991.00       413228.00       802219.00
     2012       39            387551.00       411163.00       798714.00
     2012       40            381825.00       402848.00       784673.00
     2012       41            377031.00       397581.00       774612.00
     2012       42            374579.00       390828.00       765407.00
     2012       43            372196.00       387215.00       759411.00
     2012       44            375153.00       386832.00       761985.00
     2012       45            365162.00       375921.00       741083.00
     2012       46            364065.00       371110.00       735175.00
     2012       47            369060.00       374710.00       743770.00
     2012       48            351258.00       356160.00       707418.00
     2012       49            340701.00       342834.00       683535.00
     2012       50            333327.00       333033.00       666360.00
     2012       51            335077.00       334224.00       669301.00
     2012       52            326127.00       323975.00       650102.00
     2012       53            319081.00       315570.00       634651.00
     2012       54            311660.00       306213.00       617873.00
     2012       55            290780.00       284826.00       575606.00
     2012       56            282280.00       275336.00       557616.00
     2012       57            270265.00       260514.00       530779.00
     2012       58            269275.00       260838.00       530113.00
     2012       59            267391.00       259319.00       526710.00
     2012       60            251389.00       240734.00       492123.00
     2012       61            246068.00       234401.00       480469.00
     2012       62            257367.00       241257.00       498624.00
     2012       63            268986.00       251852.00       520838.00
     2012       64            246288.00       228902.00       475190.00
     2012       65            236490.00       216753.00       453243.00
     2012       66            247342.00       225368.00       472710.00
     2012       67            235436.00       213145.00       448581.00
     2012       68            231554.00       208333.00       439887.00
     2012       69            199424.00       178614.00       378038.00
     2012       70            183575.00       162813.00       346388.00
     2012       71            226041.00       196203.00       422244.00
     2012       72            152372.00       127207.00       279579.00
     2012       73            171735.00       142785.00       314520.00
     2012       74            191544.00       156320.00       347864.00
     2012       75            209977.00       164892.00       374869.00
     2012       76            200656.00       157154.00       357810.00
     2012       77            197180.00       150511.00       347691.00
     2012       78            199271.00       147908.00       347179.00
     2012       79            193211.00       139863.00       333074.00
     2012       80            178667.00       126376.00       305043.00
     2012       81            176237.00       117863.00       294100.00
     2012       82            159895.00       103938.00       263833.00
     2012       83            151428.08        94222.85       245650.93
     2012       84            134483.77        81085.66       215569.43
     2012       85            126652.25        72537.57       199189.82
     2012       86            112198.47        60819.00       173017.47
     2012       87            101791.97        51963.91       153755.88
     2012       88             88568.19        43937.82       132506.01
     2012       89             78355.93        35512.96       113868.89
     2012       90             62311.42        28126.58        90438.00
     2012       91             51277.29        19789.47        71066.76
     2012       92             36830.63        13331.97        50162.60
     2012       93             30396.63        10072.85        40469.48
     2012       94             23016.26         7281.13        30297.39
     2012       95             17260.19         5405.52        22665.71
     2012       96             13143.67         3780.13        16923.80
     2012       97              9762.43         2607.08        12369.51
     2012       98              6782.64         1760.27         8542.91
     2012       99              4593.46         1167.41         5760.87
     2012      100              2873.47          677.66         3551.13
     2012      101              1850.63          387.27         2237.90
     2012      102              1086.31          248.22         1334.53
     2012      103               601.25          105.88          707.13
     2012      104               345.10           56.59          401.69
     2012      105               192.52           26.28          218.80
     2012      106                87.16           17.00          104.16
     2012      107                37.98            7.00           44.98
     2012      108                14.26            3.00           17.26
     2012      109                14.00            1.00           15.00
     2012      110+                6.00            5.00           11.00
     2013        0            219646.00       233648.00       453294.00
     2013        1            230560.00       245056.00       475616.00
     2013        2            233093.00       248322.00       481415.00
     2013        3            237960.00       254871.00       492831.00
     2013        4            251245.00       268364.00       519609.00
     2013        5            242495.00       258523.00       501018.00
     2013        6            240755.00       256405.00       497160.00
     2013        7            236681.00       250251.00       486932.00
     2013        8            233385.00       248464.00       481849.00
     2013        9            230734.00       242838.00       473572.00
     2013       10            221035.00       233959.00       454994.00
     2013       11            220010.00       231683.00       451693.00
     2013       12            218262.00       233026.00       451288.00
     2013       13            214528.00       226310.00       440838.00
     2013       14            206769.00       221120.00       427889.00
     2013       15            209264.00       220952.00       430216.00
     2013       16            207498.00       218519.00       426017.00
     2013       17            205914.00       219208.00       425122.00
     2013       18            209188.00       223200.00       432388.00
     2013       19            219266.00       232601.00       451867.00
     2013       20            229477.00       240917.00       470394.00
     2013       21            230924.00       241896.00       472820.00
     2013       22            237947.00       245742.00       483689.00
     2013       23            247016.00       253050.00       500066.00
     2013       24            256576.00       260090.00       516666.00
     2013       25            265078.00       267563.00       532641.00
     2013       26            275837.00       276701.00       552538.00
     2013       27            287894.00       290031.00       577925.00
     2013       28            301433.00       304438.00       605871.00
     2013       29            313170.00       317488.00       630658.00
     2013       30            332502.00       339203.00       671705.00
     2013       31            347067.00       357162.00       704229.00
     2013       32            364815.00       377192.00       742007.00
     2013       33            375931.00       389367.00       765298.00
     2013       34            391443.00       410096.00       801539.00
     2013       35            395433.00       417958.00       813391.00
     2013       36            403532.00       424906.00       828438.00
     2013       37            399739.00       422856.00       822595.00
     2013       38            397694.00       419058.00       816752.00
     2013       39            387403.00       408543.00       795946.00
     2013       40            386039.00       406659.00       792698.00
     2013       41            380189.00       398534.00       778723.00
     2013       42            375501.00       393027.00       768528.00
     2013       43            373434.00       387070.00       760504.00
     2013       44            370849.00       383367.00       754216.00
     2013       45            373861.00       383340.00       757201.00
     2013       46            364155.00       372599.00       736754.00
     2013       47            362847.00       368029.00       730876.00
     2013       48            367894.00       371735.00       739629.00
     2013       49            350226.00       353491.00       703717.00
     2013       50            339573.00       339973.00       679546.00
     2013       51            332224.00       330497.00       662721.00
     2013       52            333985.00       331546.00       665531.00
     2013       53            324869.00       321337.00       646206.00
     2013       54            317991.00       312964.00       630955.00
     2013       55            310586.00       303665.00       614251.00
     2013       56            289806.00       282446.00       572252.00
     2013       57            281184.00       272775.00       553959.00
     2013       58            269322.00       258327.00       527649.00
     2013       59            268386.00       258446.00       526832.00
     2013       60            266500.00       257050.00       523550.00
     2013       61            250570.00       238454.00       489024.00
     2013       62            245260.00       232098.00       477358.00
     2013       63            256454.00       238693.00       495147.00
     2013       64            267943.00       249266.00       517209.00
     2013       65            245325.00       226623.00       471948.00
     2013       66            235495.00       214246.00       449741.00
     2013       67            245955.00       222325.00       468280.00
     2013       68            234058.00       210156.00       444214.00
     2013       69            229915.00       204795.00       434710.00
     2013       70            197954.00       175399.00       373353.00
     2013       71            181997.00       159559.00       341556.00
     2013       72            223839.00       191827.00       415666.00
     2013       73            150678.00       124084.00       274762.00
     2013       74            169579.00       138724.00       308303.00
     2013       75            188689.00       151445.00       340134.00
     2013       76            206529.00       159382.00       365911.00
     2013       77            196781.00       151159.00       347940.00
     2013       78            192827.00       144137.00       336964.00
     2013       79            194177.00       140979.00       335156.00
     2013       80            187470.00       132578.00       320048.00
     2013       81            172393.00       118931.00       291324.00
     2013       82            169188.00       110074.00       279262.00
     2013       83            152289.00        96195.00       248484.00
     2013       84            143199.08        86227.85       229426.93
     2013       85            126074.77        73367.66       199442.43
     2013       86            117315.25        64957.57       182272.82
     2013       87            102638.47        53648.00       156286.47
     2013       88             92133.97        45126.91       137260.88
     2013       89             78782.19        37448.82       116231.01
     2013       90             68410.93        29842.96        98253.89
     2013       91             53451.42        23059.58        76511.00
     2013       92             43107.29        15796.47        58903.76
     2013       93             30181.63        10412.97        40594.60
     2013       94             24511.63         7576.85        32088.48
     2013       95             17931.26         5436.13        23367.39
     2013       96             13201.19         3873.52        17074.71
     2013       97              9789.67         2574.13        12363.80
     2013       98              7059.43         1721.08         8780.51
     2013       99              4699.64         1142.27         5841.91
     2013      100              3056.46          716.41         3772.87
     2013      101              1872.47          397.66         2270.13
     2013      102              1196.63          246.27         1442.90
     2013      103               686.31          140.22          826.53
     2013      104               331.25           60.88          392.13
     2013      105               207.10           31.59          238.69
     2013      106                97.52           13.28          110.80
     2013      107                46.16            4.00           50.16
     2013      108                15.98            3.00           18.98
     2013      109                 5.26            0.00            5.26
     2013      110+               10.00            1.00           11.00
     2014        0            206305.00       218576.00       424881.00
     2014        1            219473.00       233543.00       453016.00
     2014        2            229099.00       243553.00       472652.00
     2014        3            232165.00       247355.00       479520.00
     2014        4            236883.00       253661.00       490544.00
     2014        5            250259.00       267319.00       517578.00
     2014        6            241600.00       257466.00       499066.00
     2014        7            239903.00       255662.00       495565.00
     2014        8            235955.00       249654.00       485609.00
     2014        9            232828.00       247852.00       480680.00
     2014       10            230150.00       242314.00       472464.00
     2014       11            220517.00       233430.00       453947.00
     2014       12            219629.00       231297.00       450926.00
     2014       13            217723.00       232683.00       450406.00
     2014       14            214199.00       225899.00       440098.00
     2014       15            206358.00       220678.00       427036.00
     2014       16            208831.00       220753.00       429584.00
     2014       17            207132.00       218508.00       425640.00
     2014       18            206153.00       219506.00       425659.00
     2014       19            209855.00       222797.00       432652.00
     2014       20            220201.00       231785.00       451986.00
     2014       21            230136.00       240005.00       470141.00
     2014       22            231439.00       240541.00       471980.00
     2014       23            238435.00       244467.00       482902.00
     2014       24            246645.00       250963.00       497608.00
     2014       25            255043.00       257292.00       512335.00
     2014       26            262647.00       263779.00       526426.00
     2014       27            273053.00       272394.00       545447.00
     2014       28            283984.00       285002.00       568986.00
     2014       29            297627.00       298487.00       596114.00
     2014       30            308997.00       310823.00       619820.00
     2014       31            328065.00       332013.00       660078.00
     2014       32            342721.00       349973.00       692694.00
     2014       33            360338.00       369469.00       729807.00
     2014       34            371795.00       382013.00       753808.00
     2014       35            387447.00       403003.00       790450.00
     2014       36            391913.00       411313.00       803226.00
     2014       37            399976.00       418155.00       818131.00
     2014       38            396589.00       416723.00       813312.00
     2014       39            394760.00       412890.00       807650.00
     2014       40            384796.00       403188.00       787984.00
     2014       41            383409.00       401370.00       784779.00
     2014       42            377765.00       393337.00       771102.00
     2014       43            373188.00       387996.00       761184.00
     2014       44            371233.00       382539.00       753772.00
     2014       45            368687.00       378857.00       747544.00
     2014       46            371760.00       379359.00       751119.00
     2014       47            362323.00       369056.00       731379.00
     2014       48            361056.00       364419.00       725475.00
     2014       49            366057.00       368291.00       734348.00
     2014       50            348353.00       350088.00       698441.00
     2014       51            337932.00       336815.00       674747.00
     2014       52            330757.00       327491.00       658248.00
     2014       53            332267.00       328231.00       660498.00
     2014       54            323201.00       318238.00       641439.00
     2014       55            316369.00       310095.00       626464.00
     2014       56            308863.00       300796.00       609659.00
     2014       57            288503.00       279705.00       568208.00
     2014       58            279736.00       270163.00       549899.00
     2014       59            267811.00       255761.00       523572.00
     2014       60            266926.00       255724.00       522650.00
     2014       61            265138.00       254444.00       519582.00
     2014       62            249233.00       235883.00       485116.00
     2014       63            244055.00       229546.00       473601.00
     2014       64            255115.00       235828.00       490943.00
     2014       65            266616.00       246251.00       512867.00
     2014       66            243907.00       223717.00       467624.00
     2014       67            234013.00       211251.00       445264.00
     2014       68            244105.00       218890.00       462995.00
     2014       69            232103.00       206580.00       438683.00
     2014       70            227800.00       200972.00       428772.00
     2014       71            195955.00       171767.00       367722.00
     2014       72            180016.00       156014.00       336030.00
     2014       73            221096.00       187190.00       408286.00
     2014       74            148586.00       120562.00       269148.00
     2014       75            166997.00       134275.00       301272.00
     2014       76            185539.00       146344.00       331883.00
     2014       77            202581.00       153553.00       356134.00
     2014       78            192562.00       144891.00       337453.00
     2014       79            187997.00       137499.00       325496.00
     2014       80            188588.00       133807.00       322395.00
     2014       81            181354.00       125084.00       306438.00
     2014       82            165866.00       111561.00       277427.00
     2014       83            161651.00       102272.00       263923.00
     2014       84            144630.00        88448.00       233078.00
     2014       85            134798.08        78606.85       213404.93
     2014       86            117535.77        66165.66       183701.43
     2014       87            108165.25        57783.57       165948.82
     2014       88             93225.47        46946.00       140171.47
     2014       89             82713.97        38905.91       121619.88
     2014       90             69709.19        31681.82       101391.01
     2014       91             59281.93        24866.96        84148.89
     2014       92             45589.42        18749.58        64339.00
     2014       93             35971.29        12644.47        48615.76
     2014       94             24637.63         8146.97        32784.60
     2014       95             19381.63         5742.85        25124.48
     2014       96             13966.26         4011.13        17977.39
     2014       97             10042.19         2796.52        12838.71
     2014       98              7281.67         1809.13         9090.80
     2014       99              5089.43         1162.08         6251.51
